pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1625,-0.78,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3316,-1.55,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.766,0.58,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7867,0.67,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7151,-1.43,BULLISH,0.43
USDCAD,USDCAD,Major,1.3752,0.35,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.584,-1.54,NEUTRAL,0.52
EURGBP,EURGBP,Minor,0.8727,0.76,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.509,-0.23,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.406,-0.99,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9142,-0.17,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.471,-0.89,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0474,-0.93,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.4,0.22,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.678,-1.0,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3429,1.02,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6876,1.83,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5425,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0624,0.75,NEUTRAL,0.67
