pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1631,-0.73,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3333,-1.43,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.642,0.5,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7864,0.63,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7155,-1.38,BULLISH,0.43
USDCAD,USDCAD,Major,1.3759,0.4,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5846,-1.45,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8721,0.69,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.439,-0.27,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.477,-0.96,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9143,-0.17,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.465,-0.9,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0482,-0.86,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.296,0.13,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.707,-0.97,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3478,1.05,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6764,1.77,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5398,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.066,0.82,NEUTRAL,0.67
