name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4574.5,-2.21,0.1,0.0022,0.1 (0.002%),NEUTRAL,1.07,17.18
Silver,SI=F,Precious Metals,78.92,-7.06,0.005,0.0063,0.005 (0.006%),BULLISH,3.08,8.0
Platinum,PL=F,Precious Metals,2010.4,-3.51,0.1,0.005,0.1 (0.005%),BULLISH,2.28,16.42
Palladium,PA=F,Precious Metals,1427.5,-2.0,0.5,0.035,0.5 (0.035%),BEARISH,2.25,19.56
Crude Oil WTI,CL=F,Energy,103.27,2.08,0.01,0.0097,0.01 (0.010%),BULLISH,2.96,0.03
Brent Crude,BZ=F,Energy,107.42,1.61,0.01,0.0093,0.01 (0.009%),NEUTRAL,3.29,0.05
Natural Gas,NG=F,Energy,2.931,1.28,0.001,0.0341,0.001 (0.034%),BULLISH,1.99,0.05
Copper,HG=F,Industrial Metals,6.365,-3.08,0.0005,0.0079,0.0005 (0.008%),BULLISH,1.45,6.97
Corn,ZC=F,Agriculture,468.5,3.77,0.25,0.0534,0.25 (0.053%),BULLISH,1.06,0.55
Wheat,ZW=F,Agriculture,653.0,0.93,0.25,0.0383,0.25 (0.038%),BULLISH,1.77,0.86
Soybeans,ZS=F,Agriculture,1191.0,1.4,0.25,0.021,0.25 (0.021%),BULLISH,0.87,0.6
