pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1674,-0.36,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.34,-0.93,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.379,0.33,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.7837,0.28,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7225,-0.41,BULLISH,0.38
USDCAD,USDCAD,Major,1.3716,0.08,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5914,-0.29,BULLISH,0.45
EURGBP,EURGBP,Minor,0.8709,0.56,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.821,-0.06,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.179,-0.63,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9146,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.378,-0.1,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0501,-0.68,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.466,0.27,BEARISH,0.28
NZDJPY,NZDJPY,Minor,93.621,0.01,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.216,0.28,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.4677,0.49,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.5188,0.19,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
