pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1631,-0.73,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3349,-1.31,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.663,0.51,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7863,0.61,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7159,-1.33,BULLISH,0.43
USDCAD,USDCAD,Major,1.3759,0.4,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5846,-1.45,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8711,0.57,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.469,-0.25,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.767,-0.82,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9142,-0.17,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.526,-0.84,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0494,-0.74,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.293,0.12,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.714,-0.96,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.331,0.95,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6554,1.64,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5431,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.056,0.62,NEUTRAL,0.66
