pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1656,-0.51,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3377,-1.1,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.488,0.4,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.785,0.45,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7194,-0.84,BULLISH,0.4
USDCAD,USDCAD,Major,1.3738,0.25,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5886,-0.77,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8711,0.57,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.68,-0.14,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.0,-0.71,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9147,-0.12,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.973,-0.45,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0499,-0.7,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.357,0.18,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.262,-0.37,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.2575,0.52,BEARISH,0.34
USDZAR,USDZAR,Exotic,16.5287,0.86,NEUTRAL,0.59
USDTRY,USDTRY,Exotic,45.5324,0.22,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
