pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1624,-0.79,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3319,-1.53,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.773,0.58,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7868,0.67,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7152,-1.42,BULLISH,0.43
USDCAD,USDCAD,Major,1.3754,0.36,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5841,-1.53,NEUTRAL,0.52
EURGBP,EURGBP,Minor,0.8725,0.74,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.485,-0.24,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.431,-0.98,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9142,-0.17,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.488,-0.88,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0477,-0.9,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.429,0.24,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.692,-0.98,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3424,1.02,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.69,1.85,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5212,0.2,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0662,0.82,NEUTRAL,0.67
