pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1637,-0.67,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3343,-1.35,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.616,0.48,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7862,0.6,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7162,-1.28,BULLISH,0.42
USDCAD,USDCAD,Major,1.3752,0.34,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5863,-1.16,NEUTRAL,0.5
EURGBP,EURGBP,Minor,0.872,0.68,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.522,-0.22,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.609,-0.89,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9146,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.534,-0.84,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0488,-0.81,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.321,0.15,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.954,-0.7,NEUTRAL,0.38
USDMXN,USDMXN,Exotic,17.3249,0.92,BEARISH,0.36
USDZAR,USDZAR,Exotic,16.6469,1.59,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5394,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9904,-0.69,NEUTRAL,0.67
