name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4696.7,-0.02,0.1,0.0021,0.1 (0.002%),BULLISH,1.01,13.89
Silver,SI=F,Precious Metals,87.59,-1.46,0.005,0.0057,0.005 (0.006%),BULLISH,2.78,5.3
Platinum,PL=F,Precious Metals,2144.6,-1.94,0.1,0.0047,0.1 (0.005%),BULLISH,2.04,15.05
Palladium,PA=F,Precious Metals,1513.5,-1.14,0.5,0.033,0.5 (0.033%),NEUTRAL,2.02,18.84
Crude Oil WTI,CL=F,Energy,101.12,0.1,0.01,0.0099,0.01 (0.010%),BULLISH,3.43,0.04
Brent Crude,BZ=F,Energy,105.68,0.05,0.01,0.0095,0.01 (0.009%),NEUTRAL,3.66,0.02
Natural Gas,NG=F,Energy,2.885,0.73,0.001,0.0347,0.001 (0.035%),BULLISH,1.96,0.03
Copper,HG=F,Industrial Metals,6.574,-0.93,0.0005,0.0076,0.0005 (0.008%),BULLISH,1.32,3.6
Corn,ZC=F,Agriculture,482.0,3.32,0.25,0.0519,0.25 (0.052%),BULLISH,0.88,0.19
Wheat,ZW=F,Agriculture,685.75,3.12,0.25,0.0365,0.25 (0.036%),BULLISH,1.8,0.79
Soybeans,ZS=F,Agriculture,1221.75,0.53,0.25,0.0205,0.25 (0.020%),BULLISH,0.68,0.38
