name,symbol,sector,country,currency,price,change_pct,trend,volatility_20d,vol_ratio
Apple,AAPL,Technology,US,USD,302.3,1.37,BULLISH,1.22,0.39
Microsoft,MSFT,Technology,US,USD,424.01,3.56,BEARISH,1.49,0.62
Alphabet,GOOGL,Technology,US,USD,397.69,-0.84,BULLISH,1.62,0.28
Amazon,AMZN,Technology,US,USD,263.38,-1.44,BULLISH,1.17,0.36
Meta,META,Technology,US,USD,615.41,-0.49,BEARISH,1.46,0.3
NVIDIA,NVDA,Technology,US,USD,227.13,-3.65,BULLISH,2.21,0.5
Tesla,TSLA,Technology,US,USD,426.52,-3.79,BULLISH,1.97,0.37
ASML,ASML,Technology,NL,EUR,1508.04,-4.83,BULLISH,2.61,0.5
Broadcom,AVGO,Technology,US,USD,425.0,-3.36,BULLISH,2.15,0.34
JPMorgan Chase,JPM,Finance,US,USD,297.92,-0.66,BEARISH,1.05,0.33
Bank of America,BAC,Finance,US,USD,49.66,-0.39,BEARISH,1.0,0.4
Goldman Sachs,GS,Finance,US,USD,953.5,-1.6,BULLISH,1.25,0.35
Visa,V,Finance,US,USD,327.2,1.45,BULLISH,1.25,0.31
Mastercard,MA,Finance,US,USD,497.53,1.55,BEARISH,1.28,0.3
Johnson & Johnson,JNJ,Healthcare,US,USD,228.97,-0.79,NEUTRAL,1.01,0.34
UnitedHealth,UNH,Healthcare,US,USD,395.38,-0.93,BULLISH,1.43,0.29
Eli Lilly,LLY,Healthcare,US,USD,1007.96,0.13,BULLISH,2.07,0.24
Novo Nordisk,NVO,Healthcare,DK,DKK,44.55,-2.72,BULLISH,1.77,0.32
Walmart,WMT,Consumer,US,USD,132.05,-0.31,BULLISH,0.95,0.4
Coca-Cola,KO,Consumer,US,USD,80.67,0.27,BULLISH,0.81,0.39
Procter & Gamble,PG,Consumer,US,USD,141.78,-0.65,BEARISH,1.1,0.28
McDonald's,MCD,Consumer,US,USD,275.74,0.28,BEARISH,0.98,0.27
Nike,NKE,Consumer,US,USD,42.44,0.99,BEARISH,1.01,0.4
Caterpillar,CAT,Industrial,US,USD,883.75,-3.96,BULLISH,2.05,0.46
Boeing,BA,Industrial,US,USD,223.59,-2.45,BULLISH,1.84,0.51
GE Aerospace,GE,Industrial,US,USD,284.45,-2.43,BULLISH,2.0,0.24
Exxon Mobil,XOM,Energy,US,USD,155.87,2.02,BULLISH,1.28,0.47
Shell,SHEL,Energy,UK,GBP,84.97,0.55,BEARISH,1.07,0.27
LVMH,MC.PA,Luxury,FR,EUR,455.25,-1.22,BEARISH,1.64,0.55
Hermès,RMS.PA,Luxury,FR,EUR,1575.0,-1.16,BEARISH,1.88,0.55
