pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1665,-0.44,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3391,-1.0,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.379,0.33,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.7842,0.35,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7217,-0.53,BULLISH,0.39
USDCAD,USDCAD,Major,1.3724,0.14,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5904,-0.46,BULLISH,0.46
EURGBP,EURGBP,Minor,0.8709,0.56,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.725,-0.11,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.084,-0.67,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9146,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.279,-0.19,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0501,-0.68,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.405,0.22,BEARISH,0.28
NZDJPY,NZDJPY,Minor,93.504,-0.12,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.2297,0.36,BEARISH,0.34
USDZAR,USDZAR,Exotic,16.4843,0.59,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.538,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
