name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4694.5,-0.07,0.1,0.0021,0.1 (0.002%),BULLISH,1.02,13.82
Silver,SI=F,Precious Metals,87.605,-1.44,0.005,0.0057,0.005 (0.006%),BULLISH,2.77,5.27
Platinum,PL=F,Precious Metals,2147.3,-1.82,0.1,0.0047,0.1 (0.005%),BULLISH,2.03,14.85
Palladium,PA=F,Precious Metals,1515.5,-1.01,0.5,0.033,0.5 (0.033%),NEUTRAL,2.02,18.81
Crude Oil WTI,CL=F,Energy,101.37,0.35,0.01,0.0099,0.01 (0.010%),BULLISH,3.44,0.04
Brent Crude,BZ=F,Energy,105.93,0.28,0.01,0.0094,0.01 (0.009%),NEUTRAL,3.67,0.02
Natural Gas,NG=F,Energy,2.884,0.7,0.001,0.0347,0.001 (0.035%),BULLISH,1.96,0.03
Copper,HG=F,Industrial Metals,6.582,-0.81,0.0005,0.0076,0.0005 (0.008%),BULLISH,1.31,3.53
Corn,ZC=F,Agriculture,483.25,3.59,0.25,0.0517,0.25 (0.052%),BULLISH,0.89,0.17
Wheat,ZW=F,Agriculture,688.0,3.46,0.25,0.0363,0.25 (0.036%),BULLISH,1.82,0.73
Soybeans,ZS=F,Agriculture,1226.25,0.91,0.25,0.0204,0.25 (0.020%),BULLISH,0.7,0.34
