pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1646,-0.6,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3349,-1.31,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.596,0.47,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7859,0.57,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7168,-1.2,BULLISH,0.42
USDCAD,USDCAD,Major,1.3751,0.34,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5867,-1.09,NEUTRAL,0.49
EURGBP,EURGBP,Minor,0.8721,0.69,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.623,-0.17,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.703,-0.85,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9149,-0.1,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.644,-0.74,NEUTRAL,0.35
GBPCHF,GBPCHF,Minor,1.049,-0.78,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.327,0.15,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.002,-0.65,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.3101,0.83,BEARISH,0.36
USDZAR,USDZAR,Exotic,16.6445,1.57,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5379,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9904,-0.69,NEUTRAL,0.67
