pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1624,-0.33,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3316,-0.56,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.797,0.26,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7868,0.34,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7148,-0.91,NEUTRAL,0.42
USDCAD,USDCAD,Major,1.375,0.19,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5838,-1.11,NEUTRAL,0.5
EURGBP,EURGBP,Minor,0.8727,0.21,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.543,-0.08,NEUTRAL,0.23
GBPJPY,GBPJPY,Minor,211.448,-0.3,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9144,-0.01,NEUTRAL,0.14
AUDJPY,AUDJPY,Minor,113.475,-0.65,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0477,-0.22,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.426,0.02,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.664,-0.85,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.3382,0.63,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.6758,1.16,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5199,-0.05,BULLISH,0.09
USDBRL,USDBRL,Exotic,5.0617,1.15,NEUTRAL,0.69
