name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4690.3,-6.6,0.1,0.0021,0.1 (0.002%),BULLISH,1.02,10.99
Silver,SI=F,Precious Metals,87.4,12.27,0.005,0.0057,0.005 (0.006%),BULLISH,2.79,3.99
Platinum,PL=F,Precious Metals,2150.7,3.84,0.1,0.0046,0.1 (0.005%),BULLISH,2.03,13.66
Palladium,PA=F,Precious Metals,1515.0,-10.75,0.5,0.033,0.5 (0.033%),NEUTRAL,2.02,18.03
Crude Oil WTI,CL=F,Energy,101.44,61.3,0.01,0.0099,0.01 (0.010%),BULLISH,3.44,0.02
Brent Crude,BZ=F,Energy,106.04,56.52,0.01,0.0094,0.01 (0.009%),NEUTRAL,3.68,0.01
Natural Gas,NG=F,Energy,2.864,-11.69,0.001,0.0349,0.001 (0.035%),BULLISH,1.93,0.01
Copper,HG=F,Industrial Metals,6.571,13.43,0.0005,0.0076,0.0005 (0.008%),BULLISH,1.32,2.75
Corn,ZC=F,Agriculture,482.25,11.7,0.25,0.0518,0.25 (0.052%),BULLISH,0.88,0.14
Wheat,ZW=F,Agriculture,685.5,24.92,0.25,0.0365,0.25 (0.036%),BULLISH,1.8,0.46
Soybeans,ZS=F,Agriculture,1224.25,8.05,0.25,0.0204,0.25 (0.020%),BULLISH,0.69,0.25
Coffee,KC=F,Softs,280.7,-6.45,0.05,0.0178,0.05 (0.018%),BEARISH,1.95,0.0
Sugar,SB=F,Softs,15.39,11.68,0.01,0.065,0.01 (0.065%),BULLISH,1.64,0.0
Cotton,CT=F,Softs,87.97,41.64,0.01,0.0114,0.01 (0.011%),BULLISH,1.53,2.07
Live Cattle,LE=F,Livestock,252.725,3.97,0.025,0.0099,0.025 (0.010%),NEUTRAL,0.75,2.61
