name,symbol,sector,country,currency,price,change_pct,trend,volatility_20d,vol_ratio
Apple,AAPL,Technology,US,USD,299.09,0.3,BULLISH,1.17,0.2
Microsoft,MSFT,Technology,US,USD,416.91,1.83,BEARISH,1.41,0.3
Alphabet,GOOGL,Technology,US,USD,399.44,-0.41,BULLISH,1.6,0.2
Amazon,AMZN,Technology,US,USD,263.87,-1.25,BULLISH,1.16,0.25
Meta,META,Technology,US,USD,613.71,-0.76,BEARISH,1.48,0.16
NVIDIA,NVDA,Technology,US,USD,227.86,-3.34,BULLISH,2.19,0.37
Tesla,TSLA,Technology,US,USD,429.19,-3.18,BULLISH,1.94,0.24
ASML,ASML,Technology,NL,EUR,1509.82,-4.71,BULLISH,2.6,0.36
Broadcom,AVGO,Technology,US,USD,429.13,-2.42,BULLISH,2.1,0.24
JPMorgan Chase,JPM,Finance,US,USD,299.12,-0.26,BEARISH,1.03,0.21
Bank of America,BAC,Finance,US,USD,49.84,-0.03,BEARISH,0.98,0.23
Goldman Sachs,GS,Finance,US,USD,954.79,-1.46,BULLISH,1.25,0.26
Visa,V,Finance,US,USD,327.2,1.45,BULLISH,1.25,0.23
Mastercard,MA,Finance,US,USD,499.02,1.85,BEARISH,1.3,0.17
Johnson & Johnson,JNJ,Healthcare,US,USD,229.45,-0.58,NEUTRAL,1.0,0.22
UnitedHealth,UNH,Healthcare,US,USD,396.01,-0.77,BULLISH,1.43,0.13
Eli Lilly,LLY,Healthcare,US,USD,1007.0,0.03,BULLISH,2.06,0.15
Novo Nordisk,NVO,Healthcare,DK,DKK,44.65,-2.52,BULLISH,1.76,0.22
Walmart,WMT,Consumer,US,USD,132.28,-0.14,BULLISH,0.94,0.28
Coca-Cola,KO,Consumer,US,USD,80.91,0.57,BULLISH,0.83,0.26
Procter & Gamble,PG,Consumer,US,USD,141.31,-0.98,BEARISH,1.12,0.18
McDonald's,MCD,Consumer,US,USD,276.51,0.56,BEARISH,1.0,0.18
Nike,NKE,Consumer,US,USD,42.12,0.24,BEARISH,0.98,0.19
Caterpillar,CAT,Industrial,US,USD,890.14,-3.27,BULLISH,2.02,0.3
Boeing,BA,Industrial,US,USD,223.83,-2.35,BULLISH,1.84,0.37
GE Aerospace,GE,Industrial,US,USD,286.48,-1.74,BULLISH,1.96,0.17
Exxon Mobil,XOM,Energy,US,USD,154.48,1.11,BULLISH,1.24,0.3
Shell,SHEL,Energy,UK,GBP,84.58,0.08,BEARISH,1.05,0.16
LVMH,MC.PA,Luxury,FR,EUR,455.05,-1.26,BEARISH,1.64,0.46
Hermès,RMS.PA,Luxury,FR,EUR,1575.5,-1.13,BEARISH,1.87,0.39
