pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.168,-0.48,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3405,-0.98,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.189,0.33,BEARISH,0.31
USDCHF,USDCHF,Major,0.7835,0.4,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7225,-0.18,BULLISH,0.37
USDCAD,USDCAD,Major,1.3727,0.22,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5919,-0.57,BULLISH,0.47
EURGBP,EURGBP,Minor,0.871,0.49,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.69,-0.18,BEARISH,0.25
GBPJPY,GBPJPY,Minor,212.031,-0.64,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9147,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.251,0.13,NEUTRAL,0.3
GBPCHF,GBPCHF,Minor,1.0502,-0.59,NEUTRAL,0.19
CADJPY,CADJPY,Minor,115.24,0.13,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.588,-0.25,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.2203,-0.05,BEARISH,0.3
USDZAR,USDZAR,Exotic,16.4774,-0.21,NEUTRAL,0.54
USDTRY,USDTRY,Exotic,45.4334,0.07,BULLISH,0.09
USDBRL,USDBRL,Exotic,4.9874,1.58,BEARISH,0.6
