pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1715,-0.17,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.352,-0.12,NEUTRAL,0.27
USDJPY,USDJPY,Major,157.85,0.11,BEARISH,0.3
USDCHF,USDCHF,Major,0.7818,0.18,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7261,0.32,BULLISH,0.38
USDCAD,USDCAD,Major,1.3705,0.05,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5938,-0.24,BULLISH,0.46
EURGBP,EURGBP,Minor,0.8661,-0.08,NEUTRAL,0.11
EURJPY,EURJPY,Minor,184.872,-0.08,BEARISH,0.25
GBPJPY,GBPJPY,Minor,213.455,0.02,NEUTRAL,0.25
EURCHF,EURCHF,Minor,0.9157,-0.03,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,114.601,0.44,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0572,0.08,NEUTRAL,0.17
CADJPY,CADJPY,Minor,115.183,0.08,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.705,-0.13,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.1713,-0.33,BEARISH,0.32
USDZAR,USDZAR,Exotic,16.4361,-0.46,NEUTRAL,0.55
USDTRY,USDTRY,Exotic,45.4294,0.06,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0111,2.07,BEARISH,0.62
