pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1715,-0.17,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.352,-0.13,NEUTRAL,0.27
USDJPY,USDJPY,Major,157.904,0.15,BEARISH,0.3
USDCHF,USDCHF,Major,0.782,0.2,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7254,0.22,BULLISH,0.37
USDCAD,USDCAD,Major,1.3706,0.06,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5941,-0.2,BULLISH,0.45
EURGBP,EURGBP,Minor,0.8663,-0.06,NEUTRAL,0.11
EURJPY,EURJPY,Minor,184.934,-0.05,BEARISH,0.24
GBPJPY,GBPJPY,Minor,213.478,0.03,NEUTRAL,0.25
EURCHF,EURCHF,Minor,0.9158,-0.02,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,114.506,0.35,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0571,0.08,NEUTRAL,0.17
CADJPY,CADJPY,Minor,115.211,0.1,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.774,-0.05,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.1908,-0.22,BEARISH,0.31
USDZAR,USDZAR,Exotic,16.4058,-0.64,NEUTRAL,0.56
USDTRY,USDTRY,Exotic,45.4302,0.07,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9842,1.52,BEARISH,0.6
