pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.167,-0.39,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3411,-0.86,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.255,0.26,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.783,0.19,NEUTRAL,0.29
AUDUSD,AUDUSD,Major,0.7223,-0.44,BULLISH,0.38
USDCAD,USDCAD,Major,1.372,0.11,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5914,-0.3,BULLISH,0.46
EURGBP,EURGBP,Minor,0.8703,0.48,NEUTRAL,0.12
EURJPY,EURJPY,Minor,184.755,-0.09,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.206,-0.61,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9141,-0.19,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.282,-0.18,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.05,-0.69,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.331,0.16,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.559,-0.06,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.2155,0.28,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.477,0.55,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.466,0.08,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9807,-0.88,NEUTRAL,0.68
