pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1639,-0.66,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.335,-1.3,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.463,0.39,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.786,0.57,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7163,-1.27,BULLISH,0.42
USDCAD,USDCAD,Major,1.3754,0.36,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5862,-1.17,NEUTRAL,0.5
EURGBP,EURGBP,Minor,0.8715,0.62,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.339,-0.32,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.518,-0.94,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9142,-0.17,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.435,-0.92,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.049,-0.78,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.213,0.05,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.815,-0.85,NEUTRAL,0.38
USDMXN,USDMXN,Exotic,17.3614,1.13,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6407,1.55,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5404,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9848,-0.8,NEUTRAL,0.67
