pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1716,-0.16,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3522,-0.11,NEUTRAL,0.27
USDJPY,USDJPY,Major,157.877,0.13,BEARISH,0.3
USDCHF,USDCHF,Major,0.7817,0.17,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7263,0.34,BULLISH,0.38
USDCAD,USDCAD,Major,1.3705,0.05,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5939,-0.22,BULLISH,0.46
EURGBP,EURGBP,Minor,0.8662,-0.06,NEUTRAL,0.11
EURJPY,EURJPY,Minor,184.918,-0.06,BEARISH,0.24
GBPJPY,GBPJPY,Minor,213.46,0.03,NEUTRAL,0.25
EURCHF,EURCHF,Minor,0.9155,-0.05,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,114.611,0.45,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0568,0.04,NEUTRAL,0.17
CADJPY,CADJPY,Minor,115.199,0.09,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.737,-0.09,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.1712,-0.33,BEARISH,0.32
USDZAR,USDZAR,Exotic,16.4142,-0.59,NEUTRAL,0.56
USDTRY,USDTRY,Exotic,45.429,0.06,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9842,1.52,BEARISH,0.6
