pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1674,-0.36,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3404,-0.91,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.356,0.32,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.7836,0.28,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7224,-0.43,BULLISH,0.38
USDCAD,USDCAD,Major,1.3718,0.09,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5915,-0.29,BULLISH,0.45
EURGBP,EURGBP,Minor,0.8705,0.5,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.778,-0.08,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.194,-0.62,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9144,-0.15,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.282,-0.18,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.05,-0.69,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.397,0.21,BEARISH,0.28
NZDJPY,NZDJPY,Minor,93.58,-0.03,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.2097,0.25,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.4729,0.52,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.4876,0.13,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9895,-0.7,NEUTRAL,0.67
