name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4570.7,-2.3,0.1,0.0022,0.1 (0.002%),NEUTRAL,1.07,16.57
Silver,SI=F,Precious Metals,78.46,-7.6,0.005,0.0064,0.005 (0.006%),BULLISH,3.11,6.95
Platinum,PL=F,Precious Metals,2003.3,-3.85,0.1,0.005,0.1 (0.005%),BULLISH,2.3,15.7
Palladium,PA=F,Precious Metals,1414.0,-2.92,0.5,0.0354,0.5 (0.035%),BEARISH,2.29,19.46
Crude Oil WTI,CL=F,Energy,103.6,2.4,0.01,0.0097,0.01 (0.010%),BULLISH,2.98,0.02
Brent Crude,BZ=F,Energy,107.85,2.01,0.01,0.0093,0.01 (0.009%),NEUTRAL,3.31,0.03
Natural Gas,NG=F,Energy,2.924,1.04,0.001,0.0342,0.001 (0.034%),BULLISH,1.98,0.04
Copper,HG=F,Industrial Metals,6.345,-3.39,0.0005,0.0079,0.0005 (0.008%),BULLISH,1.46,6.33
Corn,ZC=F,Agriculture,469.75,4.04,0.25,0.0532,0.25 (0.053%),BULLISH,1.07,0.49
Wheat,ZW=F,Agriculture,656.5,1.47,0.25,0.0381,0.25 (0.038%),BULLISH,1.8,0.67
Soybeans,ZS=F,Agriculture,1194.5,1.7,0.25,0.0209,0.25 (0.021%),BULLISH,0.89,0.53
