pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1632,-0.72,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.333,-1.45,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.706,0.54,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7866,0.66,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7159,-1.33,BULLISH,0.43
USDCAD,USDCAD,Major,1.3736,0.22,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5846,-1.45,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8724,0.73,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.56,-0.2,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.529,-0.93,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9147,-0.12,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.566,-0.81,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0484,-0.84,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.532,0.33,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.728,-0.94,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3485,1.05,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6793,1.78,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5396,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0727,0.95,NEUTRAL,0.68
