pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.168,-0.48,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3402,-1.0,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.184,0.33,BEARISH,0.31
USDCHF,USDCHF,Major,0.7835,0.4,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7224,-0.19,BULLISH,0.37
USDCAD,USDCAD,Major,1.3728,0.22,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5918,-0.58,BULLISH,0.47
EURGBP,EURGBP,Minor,0.8712,0.51,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.689,-0.18,BEARISH,0.25
GBPJPY,GBPJPY,Minor,211.986,-0.66,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9147,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.258,0.14,NEUTRAL,0.3
GBPCHF,GBPCHF,Minor,1.05,-0.6,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.236,0.12,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.59,-0.25,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.221,-0.04,BEARISH,0.3
USDZAR,USDZAR,Exotic,16.4778,-0.2,NEUTRAL,0.54
USDTRY,USDTRY,Exotic,45.43,0.07,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9858,1.55,BEARISH,0.6
