pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1652,-0.54,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3368,-1.17,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.508,0.42,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7854,0.5,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.719,-0.9,BULLISH,0.41
USDCAD,USDCAD,Major,1.3744,0.29,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5879,-0.89,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8715,0.62,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.655,-0.15,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.884,-0.77,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9149,-0.1,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.919,-0.5,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0498,-0.71,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.32,0.15,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.15,-0.49,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.2796,0.65,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.5576,1.04,NEUTRAL,0.6
USDTRY,USDTRY,Exotic,45.5388,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
