pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1673,-0.37,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3398,-0.95,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.369,0.33,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.7838,0.29,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7223,-0.44,BULLISH,0.38
USDCAD,USDCAD,Major,1.3715,0.07,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5914,-0.29,BULLISH,0.45
EURGBP,EURGBP,Minor,0.8709,0.55,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.818,-0.06,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.207,-0.61,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9146,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.364,-0.11,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.05,-0.69,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.463,0.27,BEARISH,0.28
NZDJPY,NZDJPY,Minor,93.643,0.03,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.2182,0.3,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.4711,0.51,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.5241,0.21,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9895,-0.7,NEUTRAL,0.67
