name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4549.5,-2.75,0.1,0.0022,0.1 (0.002%),NEUTRAL,1.1,18.88
Silver,SI=F,Precious Metals,76.7,-9.67,0.005,0.0065,0.005 (0.007%),BULLISH,3.21,12.83
Platinum,PL=F,Precious Metals,1990.4,-4.47,0.1,0.005,0.1 (0.005%),BULLISH,2.33,18.52
Palladium,PA=F,Precious Metals,1427.5,-2.0,0.5,0.035,0.5 (0.035%),BEARISH,2.25,19.85
Crude Oil WTI,CL=F,Energy,100.76,-0.41,0.01,0.0099,0.01 (0.010%),BULLISH,2.88,0.49
Brent Crude,BZ=F,Energy,109.25,3.34,0.01,0.0092,0.01 (0.009%),NEUTRAL,3.38,0.46
Natural Gas,NG=F,Energy,2.976,2.83,0.001,0.0336,0.001 (0.034%),BULLISH,2.07,0.86
Copper,HG=F,Industrial Metals,6.297,-4.12,0.0005,0.0079,0.0005 (0.008%),BULLISH,1.5,11.67
Corn,ZC=F,Agriculture,456.25,1.05,0.25,0.0548,0.25 (0.055%),NEUTRAL,0.92,2.98
Wheat,ZW=F,Agriculture,633.75,-2.05,0.25,0.0394,0.25 (0.039%),BULLISH,1.83,5.03
Soybeans,ZS=F,Agriculture,1174.25,-0.02,0.25,0.0213,0.25 (0.021%),BULLISH,0.8,3.27
Coffee,KC=F,Softs,266.35,-9.54,0.05,0.0188,0.05 (0.019%),BEARISH,1.99,12.95
Sugar,SB=F,Softs,14.81,-1.2,0.01,0.0675,0.01 (0.068%),BULLISH,1.64,0.64
Cotton,CT=F,Softs,80.01,-4.68,0.01,0.0125,0.01 (0.012%),BULLISH,1.71,2.86
Live Cattle,LE=F,Livestock,247.65,-1.76,0.025,0.0101,0.025 (0.010%),NEUTRAL,0.8,0.64
