pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1655,-0.52,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3376,-1.11,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.494,0.41,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7851,0.47,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7196,-0.81,BULLISH,0.4
USDCAD,USDCAD,Major,1.3737,0.24,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5886,-0.77,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8712,0.58,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.664,-0.14,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.969,-0.73,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9148,-0.11,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.995,-0.43,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0501,-0.68,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.338,0.16,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.217,-0.42,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.261,0.55,BEARISH,0.34
USDZAR,USDZAR,Exotic,16.5486,0.99,NEUTRAL,0.6
USDTRY,USDTRY,Exotic,45.5309,0.22,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
