pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1674,-0.52,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.34,-1.01,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.292,0.39,BEARISH,0.31
USDCHF,USDCHF,Major,0.7838,0.44,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7222,-0.21,BULLISH,0.37
USDCAD,USDCAD,Major,1.3729,0.23,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5914,-0.64,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8709,0.48,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.764,-0.14,BEARISH,0.25
GBPJPY,GBPJPY,Minor,212.132,-0.6,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9148,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.298,0.17,NEUTRAL,0.31
GBPCHF,GBPCHF,Minor,1.0503,-0.57,NEUTRAL,0.19
CADJPY,CADJPY,Minor,115.325,0.2,BEARISH,0.3
NZDJPY,NZDJPY,Minor,93.601,-0.24,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.216,-0.07,BEARISH,0.31
USDZAR,USDZAR,Exotic,16.4867,-0.15,NEUTRAL,0.54
USDTRY,USDTRY,Exotic,45.4324,0.07,BULLISH,0.09
USDBRL,USDBRL,Exotic,4.9874,1.58,BEARISH,0.6
