pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.165,-0.57,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3358,-1.24,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.537,0.43,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7856,0.53,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7175,-1.1,BULLISH,0.42
USDCAD,USDCAD,Major,1.3751,0.34,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5871,-1.02,NEUTRAL,0.49
EURGBP,EURGBP,Minor,0.8719,0.66,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.629,-0.16,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.756,-0.83,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.915,-0.09,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,113.686,-0.7,NEUTRAL,0.35
GBPCHF,GBPCHF,Minor,1.0493,-0.76,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.275,0.11,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.042,-0.61,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.2941,0.74,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.6035,1.32,NEUTRAL,0.62
USDTRY,USDTRY,Exotic,45.54,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9895,-0.7,NEUTRAL,0.67
