pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1648,-0.58,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3355,-1.27,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.558,0.45,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7857,0.54,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7172,-1.14,BULLISH,0.42
USDCAD,USDCAD,Major,1.3756,0.37,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5868,-1.08,NEUTRAL,0.49
EURGBP,EURGBP,Minor,0.872,0.68,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.648,-0.15,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.745,-0.83,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.915,-0.09,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,113.683,-0.71,NEUTRAL,0.35
GBPCHF,GBPCHF,Minor,1.0492,-0.76,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.261,0.1,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.004,-0.65,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.2899,0.71,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.5955,1.27,NEUTRAL,0.61
USDTRY,USDTRY,Exotic,45.54,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
