pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1643,-0.63,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3356,-1.26,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.436,0.37,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7855,0.51,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7168,-1.19,BULLISH,0.42
USDCAD,USDCAD,Major,1.3743,0.28,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5866,-1.11,NEUTRAL,0.5
EURGBP,EURGBP,Minor,0.8713,0.6,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.415,-0.28,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.629,-0.88,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9143,-0.16,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.555,-0.82,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0491,-0.77,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.283,0.12,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.916,-0.74,NEUTRAL,0.38
USDMXN,USDMXN,Exotic,17.336,0.98,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6312,1.49,NEUTRAL,0.63
USDTRY,USDTRY,Exotic,45.5426,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9848,-0.8,NEUTRAL,0.67
