pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1715,-0.17,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3522,-0.11,NEUTRAL,0.27
USDJPY,USDJPY,Major,157.861,0.12,BEARISH,0.3
USDCHF,USDCHF,Major,0.7818,0.18,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7261,0.31,BULLISH,0.38
USDCAD,USDCAD,Major,1.3706,0.06,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5939,-0.22,BULLISH,0.46
EURGBP,EURGBP,Minor,0.8661,-0.07,NEUTRAL,0.11
EURJPY,EURJPY,Minor,184.882,-0.08,BEARISH,0.25
GBPJPY,GBPJPY,Minor,213.451,0.02,NEUTRAL,0.25
EURCHF,EURCHF,Minor,0.9156,-0.04,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,114.578,0.42,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.057,0.06,NEUTRAL,0.17
CADJPY,CADJPY,Minor,115.179,0.07,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.724,-0.11,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.1666,-0.36,BEARISH,0.32
USDZAR,USDZAR,Exotic,16.4195,-0.56,NEUTRAL,0.56
USDTRY,USDTRY,Exotic,45.4321,0.07,BULLISH,0.09
USDBRL,USDBRL,Exotic,5.0111,2.07,BEARISH,0.62
