pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1625,-0.78,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3324,-1.5,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.717,0.55,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7869,0.69,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7154,-1.4,BULLISH,0.43
USDCAD,USDCAD,Major,1.3748,0.32,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5843,-1.5,NEUTRAL,0.52
EURGBP,EURGBP,Minor,0.8722,0.71,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.454,-0.26,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.465,-0.96,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9145,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.499,-0.87,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0483,-0.84,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.414,0.23,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.703,-0.97,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3379,0.99,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6816,1.8,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5303,0.22,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0635,0.77,NEUTRAL,0.67
