pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1632,-0.72,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3358,-1.25,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.587,0.47,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7863,0.62,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7156,-1.36,BULLISH,0.43
USDCAD,USDCAD,Major,1.3758,0.39,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5848,-1.42,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8705,0.51,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.409,-0.28,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.826,-0.79,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9144,-0.15,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.45,-0.91,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0503,-0.66,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.248,0.09,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.727,-0.95,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.3463,1.04,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6625,1.68,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5441,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0469,0.44,NEUTRAL,0.65
