name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4697.3,-0.01,0.1,0.0021,0.1 (0.002%),BULLISH,1.01,13.64
Silver,SI=F,Precious Metals,87.62,-1.43,0.005,0.0057,0.005 (0.006%),BULLISH,2.77,5.22
Platinum,PL=F,Precious Metals,2154.3,-1.5,0.1,0.0046,0.1 (0.005%),BULLISH,2.02,14.67
Palladium,PA=F,Precious Metals,1520.0,-0.72,0.5,0.0329,0.5 (0.033%),NEUTRAL,2.0,18.43
Crude Oil WTI,CL=F,Energy,101.37,0.35,0.01,0.0099,0.01 (0.010%),BULLISH,3.44,0.04
Brent Crude,BZ=F,Energy,106.0,0.35,0.01,0.0094,0.01 (0.009%),NEUTRAL,3.68,0.02
Natural Gas,NG=F,Energy,2.883,0.66,0.001,0.0347,0.001 (0.035%),BULLISH,1.96,0.03
Copper,HG=F,Industrial Metals,6.593,-0.64,0.0005,0.0076,0.0005 (0.008%),BULLISH,1.31,3.47
Corn,ZC=F,Agriculture,482.75,3.48,0.25,0.0518,0.25 (0.052%),BULLISH,0.89,0.15
Wheat,ZW=F,Agriculture,685.5,3.08,0.25,0.0365,0.25 (0.036%),BULLISH,1.8,0.7
Soybeans,ZS=F,Agriculture,1226.0,0.88,0.25,0.0204,0.25 (0.020%),BULLISH,0.7,0.33
