pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1631,-0.73,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.333,-1.45,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.722,0.55,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7866,0.66,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7161,-1.29,BULLISH,0.42
USDCAD,USDCAD,Major,1.3742,0.27,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5848,-1.41,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8722,0.7,NEUTRAL,0.14
EURJPY,EURJPY,Minor,184.539,-0.21,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.564,-0.92,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9145,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.639,-0.75,NEUTRAL,0.35
GBPCHF,GBPCHF,Minor,1.0485,-0.83,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.498,0.3,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.786,-0.88,NEUTRAL,0.38
USDMXN,USDMXN,Exotic,17.3374,0.99,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6713,1.73,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5433,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.057,0.64,NEUTRAL,0.66
