pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1656,-0.51,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3374,-1.12,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.472,0.39,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.785,0.45,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7196,-0.82,BULLISH,0.4
USDCAD,USDCAD,Major,1.374,0.26,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5885,-0.79,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8713,0.6,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.664,-0.14,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.931,-0.74,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9148,-0.11,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.995,-0.43,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0499,-0.7,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.336,0.16,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.236,-0.4,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.261,0.55,BEARISH,0.34
USDZAR,USDZAR,Exotic,16.5438,0.96,NEUTRAL,0.6
USDTRY,USDTRY,Exotic,45.5332,0.23,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
