pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1678,-0.49,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3405,-0.98,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.279,0.39,BEARISH,0.31
USDCHF,USDCHF,Major,0.7835,0.4,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7226,-0.16,BULLISH,0.37
USDCAD,USDCAD,Major,1.3726,0.21,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5918,-0.58,BULLISH,0.47
EURGBP,EURGBP,Minor,0.8708,0.47,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.778,-0.14,BEARISH,0.25
GBPJPY,GBPJPY,Minor,212.186,-0.57,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9147,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.33,0.2,NEUTRAL,0.31
GBPCHF,GBPCHF,Minor,1.0502,-0.58,NEUTRAL,0.19
CADJPY,CADJPY,Minor,115.319,0.19,BEARISH,0.3
NZDJPY,NZDJPY,Minor,93.616,-0.22,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.215,-0.08,BEARISH,0.31
USDZAR,USDZAR,Exotic,16.4796,-0.19,NEUTRAL,0.54
USDTRY,USDTRY,Exotic,45.4297,0.06,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9864,1.56,BEARISH,0.6
