pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1673,-0.37,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3399,-0.94,NEUTRAL,0.3
USDJPY,USDJPY,Major,158.358,0.32,NEUTRAL,0.3
USDCHF,USDCHF,Major,0.7837,0.28,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7224,-0.43,BULLISH,0.38
USDCAD,USDCAD,Major,1.3715,0.08,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5914,-0.3,BULLISH,0.46
EURGBP,EURGBP,Minor,0.871,0.56,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.822,-0.06,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.193,-0.62,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9145,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.367,-0.11,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.0497,-0.72,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.436,0.25,BEARISH,0.28
NZDJPY,NZDJPY,Minor,93.618,0.01,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.2185,0.3,BEARISH,0.33
USDZAR,USDZAR,Exotic,16.4733,0.53,NEUTRAL,0.58
USDTRY,USDTRY,Exotic,45.5157,0.19,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
