pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1651,-0.56,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3363,-1.21,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.516,0.42,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7857,0.53,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7184,-0.97,BULLISH,0.41
USDCAD,USDCAD,Major,1.3746,0.3,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5875,-0.95,BULLISH,0.49
EURGBP,EURGBP,Minor,0.8716,0.63,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.619,-0.17,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.802,-0.8,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9151,-0.08,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,113.818,-0.59,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0499,-0.7,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.304,0.13,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.087,-0.56,NEUTRAL,0.37
USDMXN,USDMXN,Exotic,17.2879,0.7,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.5863,1.22,NEUTRAL,0.61
USDTRY,USDTRY,Exotic,45.537,0.23,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
