pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1678,-0.49,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3403,-0.99,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.183,0.32,BEARISH,0.31
USDCHF,USDCHF,Major,0.7835,0.39,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7226,-0.16,BULLISH,0.37
USDCAD,USDCAD,Major,1.3726,0.21,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5919,-0.56,BULLISH,0.47
EURGBP,EURGBP,Minor,0.8711,0.5,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.689,-0.18,BEARISH,0.25
GBPJPY,GBPJPY,Minor,212.009,-0.65,BEARISH,0.28
EURCHF,EURCHF,Minor,0.9148,-0.13,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.263,0.14,NEUTRAL,0.31
GBPCHF,GBPCHF,Minor,1.05,-0.6,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.25,0.13,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.594,-0.25,NEUTRAL,0.35
USDMXN,USDMXN,Exotic,17.2265,-0.01,BEARISH,0.3
USDZAR,USDZAR,Exotic,16.479,-0.2,NEUTRAL,0.54
USDTRY,USDTRY,Exotic,45.4332,0.07,BULLISH,0.09
USDBRL,USDBRL,Exotic,4.9867,1.57,BEARISH,0.6
