pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1643,-0.63,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3369,-1.16,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.399,0.35,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7849,0.43,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7174,-1.11,BULLISH,0.42
USDCAD,USDCAD,Major,1.3743,0.28,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5867,-1.09,NEUTRAL,0.49
EURGBP,EURGBP,Minor,0.8706,0.52,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.378,-0.3,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.773,-0.82,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9136,-0.24,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.619,-0.76,NEUTRAL,0.35
GBPCHF,GBPCHF,Minor,1.0492,-0.76,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.254,0.09,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.891,-0.77,NEUTRAL,0.38
USDMXN,USDMXN,Exotic,17.3223,0.9,BEARISH,0.36
USDZAR,USDZAR,Exotic,16.6125,1.38,NEUTRAL,0.62
USDTRY,USDTRY,Exotic,45.5401,0.24,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9848,-0.8,NEUTRAL,0.67
