pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1654,-0.53,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3367,-1.18,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.477,0.4,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7852,0.47,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.72,-0.76,BULLISH,0.4
USDCAD,USDCAD,Major,1.3741,0.26,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5888,-0.74,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8715,0.62,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.657,-0.15,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.872,-0.77,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9148,-0.11,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.04,-0.39,NEUTRAL,0.33
GBPCHF,GBPCHF,Minor,1.0496,-0.72,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.345,0.17,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.261,-0.37,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.2676,0.58,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.5409,0.94,NEUTRAL,0.6
USDTRY,USDTRY,Exotic,45.5438,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
