pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1655,-0.52,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3376,-1.11,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.518,0.42,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.785,0.45,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7195,-0.83,BULLISH,0.4
USDCAD,USDCAD,Major,1.374,0.25,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5887,-0.75,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8711,0.57,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.701,-0.12,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,212.027,-0.7,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9146,-0.12,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,114.006,-0.42,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0499,-0.7,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.361,0.18,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.284,-0.35,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.2581,0.53,BEARISH,0.34
USDZAR,USDZAR,Exotic,16.5192,0.81,NEUTRAL,0.59
USDTRY,USDTRY,Exotic,45.5354,0.23,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
