pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1715,-0.17,NEUTRAL,0.24
GBPUSD,GBPUSD,Major,1.3523,-0.11,NEUTRAL,0.27
USDJPY,USDJPY,Major,157.861,0.12,BEARISH,0.3
USDCHF,USDCHF,Major,0.7817,0.17,NEUTRAL,0.3
AUDUSD,AUDUSD,Major,0.7263,0.35,BULLISH,0.38
USDCAD,USDCAD,Major,1.3705,0.06,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.594,-0.2,BULLISH,0.46
EURGBP,EURGBP,Minor,0.866,-0.09,NEUTRAL,0.11
EURJPY,EURJPY,Minor,184.874,-0.08,BEARISH,0.25
GBPJPY,GBPJPY,Minor,213.47,0.03,NEUTRAL,0.25
EURCHF,EURCHF,Minor,0.9154,-0.05,NEUTRAL,0.15
AUDJPY,AUDJPY,Minor,114.61,0.45,NEUTRAL,0.32
GBPCHF,GBPCHF,Minor,1.057,0.06,NEUTRAL,0.17
CADJPY,CADJPY,Minor,115.18,0.07,BEARISH,0.29
NZDJPY,NZDJPY,Minor,93.746,-0.08,NEUTRAL,0.34
USDMXN,USDMXN,Exotic,17.1665,-0.36,BEARISH,0.32
USDZAR,USDZAR,Exotic,16.4233,-0.53,NEUTRAL,0.56
USDTRY,USDTRY,Exotic,45.4313,0.07,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0111,2.07,BEARISH,0.62
