pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1655,-0.52,NEUTRAL,0.25
GBPUSD,GBPUSD,Major,1.3371,-1.15,NEUTRAL,0.31
USDJPY,USDJPY,Major,158.493,0.41,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7851,0.47,NEUTRAL,0.31
AUDUSD,AUDUSD,Major,0.7193,-0.85,BULLISH,0.4
USDCAD,USDCAD,Major,1.3741,0.26,NEUTRAL,0.2
NZDUSD,NZDUSD,Major,0.5882,-0.84,BULLISH,0.48
EURGBP,EURGBP,Minor,0.8714,0.61,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.676,-0.14,NEUTRAL,0.25
GBPJPY,GBPJPY,Minor,211.92,-0.75,NEUTRAL,0.28
EURCHF,EURCHF,Minor,0.9148,-0.11,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.964,-0.46,NEUTRAL,0.34
GBPCHF,GBPCHF,Minor,1.0497,-0.72,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.335,0.16,BEARISH,0.27
NZDJPY,NZDJPY,Minor,93.176,-0.47,NEUTRAL,0.36
USDMXN,USDMXN,Exotic,17.2672,0.58,BEARISH,0.35
USDZAR,USDZAR,Exotic,16.5561,1.03,NEUTRAL,0.6
USDTRY,USDTRY,Exotic,45.5304,0.22,BULLISH,0.08
USDBRL,USDBRL,Exotic,4.9837,-0.82,NEUTRAL,0.67
