pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1629,-0.74,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3355,-1.26,NEUTRAL,0.32
USDJPY,USDJPY,Major,158.56,0.45,NEUTRAL,0.31
USDCHF,USDCHF,Major,0.7866,0.65,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7154,-1.39,BULLISH,0.43
USDCAD,USDCAD,Major,1.3754,0.36,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5846,-1.45,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8705,0.51,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.363,-0.31,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.767,-0.82,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9145,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.402,-0.95,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0505,-0.64,NEUTRAL,0.2
CADJPY,CADJPY,Minor,115.265,0.1,BEARISH,0.27
NZDJPY,NZDJPY,Minor,92.653,-1.02,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.356,1.1,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6716,1.74,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5426,0.25,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.0545,0.59,NEUTRAL,0.66
