pair,name,group,price,change_pct,trend,volatility_20d
EURUSD,EURUSD,Major,1.1624,-0.79,NEUTRAL,0.26
GBPUSD,GBPUSD,Major,1.3322,-1.51,NEUTRAL,0.33
USDJPY,USDJPY,Major,158.73,0.56,NEUTRAL,0.32
USDCHF,USDCHF,Major,0.7871,0.71,NEUTRAL,0.32
AUDUSD,AUDUSD,Major,0.7156,-1.37,BULLISH,0.43
USDCAD,USDCAD,Major,1.3754,0.36,NEUTRAL,0.21
NZDUSD,NZDUSD,Major,0.5843,-1.49,NEUTRAL,0.51
EURGBP,EURGBP,Minor,0.8722,0.7,NEUTRAL,0.13
EURJPY,EURJPY,Minor,184.444,-0.26,NEUTRAL,0.26
GBPJPY,GBPJPY,Minor,211.461,-0.96,NEUTRAL,0.29
EURCHF,EURCHF,Minor,0.9145,-0.14,NEUTRAL,0.16
AUDJPY,AUDJPY,Minor,113.536,-0.83,NEUTRAL,0.36
GBPCHF,GBPCHF,Minor,1.0485,-0.83,NEUTRAL,0.21
CADJPY,CADJPY,Minor,115.393,0.21,BEARISH,0.28
NZDJPY,NZDJPY,Minor,92.706,-0.97,NEUTRAL,0.39
USDMXN,USDMXN,Exotic,17.342,1.02,BEARISH,0.37
USDZAR,USDZAR,Exotic,16.6725,1.74,NEUTRAL,0.64
USDTRY,USDTRY,Exotic,45.5367,0.23,BULLISH,0.08
USDBRL,USDBRL,Exotic,5.069,0.88,NEUTRAL,0.68
