name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4567.6,-2.36,0.1,0.0022,0.1 (0.002%),NEUTRAL,1.08,16.74
Silver,SI=F,Precious Metals,78.61,-7.42,0.005,0.0064,0.005 (0.006%),BULLISH,3.1,7.22
Platinum,PL=F,Precious Metals,2000.3,-3.99,0.1,0.005,0.1 (0.005%),BULLISH,2.31,15.89
Palladium,PA=F,Precious Metals,1417.0,-2.72,0.5,0.0353,0.5 (0.035%),BEARISH,2.28,19.49
Crude Oil WTI,CL=F,Energy,103.44,2.24,0.01,0.0097,0.01 (0.010%),BULLISH,2.97,0.02
Brent Crude,BZ=F,Energy,107.58,1.76,0.01,0.0093,0.01 (0.009%),NEUTRAL,3.3,0.03
Natural Gas,NG=F,Energy,2.919,0.86,0.001,0.0343,0.001 (0.034%),BULLISH,1.97,0.05
Copper,HG=F,Industrial Metals,6.3545,-3.24,0.0005,0.0079,0.0005 (0.008%),BULLISH,1.46,6.5
Corn,ZC=F,Agriculture,469.25,3.93,0.25,0.0533,0.25 (0.053%),BULLISH,1.07,0.49
Wheat,ZW=F,Agriculture,655.75,1.35,0.25,0.0381,0.25 (0.038%),BULLISH,1.79,0.68
Soybeans,ZS=F,Agriculture,1194.0,1.66,0.25,0.0209,0.25 (0.021%),BULLISH,0.89,0.54
