name,symbol,category,price,change_pct,spread,spread_pct,spread_label,trend,volatility_20d,vol_ratio
Gold,GC=F,Precious Metals,4585.9,-1.97,0.1,0.0022,0.1 (0.002%),NEUTRAL,1.06,16.04
Silver,SI=F,Precious Metals,80.54,-5.15,0.005,0.0062,0.005 (0.006%),BULLISH,2.98,5.4
Platinum,PL=F,Precious Metals,2007.3,-3.66,0.1,0.005,0.1 (0.005%),BULLISH,2.29,15.18
Palladium,PA=F,Precious Metals,1422.5,-2.34,0.5,0.0351,0.5 (0.035%),BEARISH,2.26,19.37
Crude Oil WTI,CL=F,Energy,102.63,1.44,0.01,0.0097,0.01 (0.010%),BULLISH,2.93,0.02
Brent Crude,BZ=F,Energy,107.02,1.23,0.01,0.0093,0.01 (0.009%),NEUTRAL,3.27,0.03
Natural Gas,NG=F,Energy,2.915,0.73,0.001,0.0343,0.001 (0.034%),BULLISH,1.96,0.04
Copper,HG=F,Industrial Metals,6.3985,-2.57,0.0005,0.0078,0.0005 (0.008%),BULLISH,1.42,5.46
Corn,ZC=F,Agriculture,470.5,4.21,0.25,0.0531,0.25 (0.053%),BULLISH,1.08,0.45
Wheat,ZW=F,Agriculture,657.75,1.66,0.25,0.038,0.25 (0.038%),BULLISH,1.81,0.64
Soybeans,ZS=F,Agriculture,1195.5,1.79,0.25,0.0209,0.25 (0.021%),BULLISH,0.89,0.51
